time	V(n002)
9.011000000000002e-004	3.891969e-001
9.013000000000001e-004	3.848871e-001
9.016000000000000e-004	3.725415e-001
9.020000000000002e-004	3.488749e-001
9.026000000000002e-004	3.023913e-001
9.032400000000003e-004	2.564132e-001
9.042400000000002e-004	1.900587e-001
9.052400000000001e-004	1.299322e-001
9.062400000000000e-004	7.603456e-002
9.072399999999999e-004	2.772057e-002
9.082399999999998e-004	-1.558826e-002
9.092399999999997e-004	-5.441044e-002
9.102399999999997e-004	-8.921076e-002
9.112399999999996e-004	-1.204059e-001
9.122399999999995e-004	-1.483693e-001
9.132399999999994e-004	-1.734358e-001
9.142399999999993e-004	-1.959055e-001
9.152399999999992e-004	-2.160474e-001
9.162399999999992e-004	-2.341027e-001
9.172399999999991e-004	-2.502875e-001
9.182399999999990e-004	-2.647957e-001
9.192399999999989e-004	-2.778008e-001
9.202399999999988e-004	-2.894586e-001
9.212399999999987e-004	-2.999088e-001
9.222399999999987e-004	-3.092763e-001
9.232399999999986e-004	-3.176734e-001
9.242399999999985e-004	-3.252005e-001
9.252399999999984e-004	-3.319479e-001
9.262399999999983e-004	-3.379963e-001
9.272399999999982e-004	-3.434181e-001
9.282399999999982e-004	-3.482782e-001
9.292399999999981e-004	-3.526348e-001
9.302399999999980e-004	-3.565401e-001
9.312399999999979e-004	-3.600408e-001
9.322399999999978e-004	-3.631788e-001
9.332399999999977e-004	-3.659918e-001
9.342399999999976e-004	-3.685133e-001
9.352399999999976e-004	-3.707737e-001
9.362399999999975e-004	-3.727998e-001
9.372399999999974e-004	-3.746161e-001
9.382399999999973e-004	-3.762442e-001
9.392399999999972e-004	-3.777036e-001
9.402399999999971e-004	-3.790119e-001
9.412399999999971e-004	-3.801846e-001
9.422399999999970e-004	-3.812358e-001
9.432399999999969e-004	-3.821781e-001
9.442399999999968e-004	-3.830228e-001
9.452399999999967e-004	-3.837800e-001
9.462399999999966e-004	-3.844588e-001
9.472399999999966e-004	-3.850672e-001
9.482399999999965e-004	-3.856126e-001
9.492399999999964e-004	-3.861015e-001
9.502399999999963e-004	-3.865397e-001
9.512399999999962e-004	-3.869326e-001
9.522399999999961e-004	-3.872847e-001
9.532399999999963e-004	-3.876004e-001
9.542399999999964e-004	-3.878834e-001
9.552399999999965e-004	-3.881370e-001
9.562399999999967e-004	-3.883644e-001
9.572399999999968e-004	-3.885682e-001
9.582399999999969e-004	-3.887509e-001
9.592399999999971e-004	-3.889147e-001
9.602399999999972e-004	-3.890615e-001
9.612399999999973e-004	-3.891931e-001
9.622399999999975e-004	-3.893111e-001
9.632399999999976e-004	-3.894168e-001
9.642399999999977e-004	-3.895116e-001
9.652399999999979e-004	-3.895966e-001
9.662399999999980e-004	-3.896728e-001
9.682399999999983e-004	-3.898022e-001
9.702399999999985e-004	-3.899063e-001
9.722399999999988e-004	-3.899899e-001
9.742399999999991e-004	-3.900571e-001
9.772399999999995e-004	-3.901339e-001
9.802399999999998e-004	-3.901893e-001
9.832400000000002e-004	-3.902292e-001
9.872400000000008e-004	-3.902655e-001
9.922400000000014e-004	-3.902934e-001
9.989999999999999e-004	-3.903135e-001
1.000000000000000e-003	-3.903154e-001
